stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code,asw_node_id,asw_stop_id,zone_region_type
U1747Z1,"Beroun,sídliště",49.955261,14.053659,"4",,0,,0,,A,1747,1,2
U1747Z2,"Beroun,sídliště",49.954609,14.052609,"4",,0,,0,,B,1747,2,2
U1748Z1,"Králův Dvůr,u zámku",49.948650,14.038400,"4",,0,,0,,A,1748,1,2
U1748Z2,"Králův Dvůr,u zámku",49.949028,14.039450,"4",,0,,0,,B,1748,2,2
U1749Z1,"Beroun,Velké sídliště",49.957607,14.052649,"4",,0,,0,,A,1749,1,2
U1749Z2,"Beroun,Velké sídliště",49.958153,14.053917,"4",,0,,0,,B,1749,2,2
U1750Z1,"Čisovice,Žel.st.",49.857712,14.319116,"3",,0,,0,,A,1750,1,2
U1750Z2,"Čisovice,Žel.st.",49.857735,14.319070,"3",,0,,0,,B,1750,2,2
U1751Z1,"Bojanovice,Rest.",49.853710,14.352439,"3",,0,,0,,A,1751,1,2
U1751Z2,"Bojanovice,Rest.",49.854015,14.352412,"3",,0,,0,,B,1751,2,2
U1753Z1,"Měchenice",49.908207,14.392470,"1",,0,,0,,A,1753,1,2
U1753Z2,"Měchenice",49.908283,14.392569,"1",,0,,0,,B,1753,2,2
U1754Z1,"Měchenice,rozc.k žel.st.",49.910843,14.385533,"1",,0,,0,,A,1754,1,2
U1754Z2,"Měchenice,rozc.k žel.st.",49.910954,14.385550,"1",,0,,0,,B,1754,2,2
U1757Z1,"Bratřínov",49.842644,14.340365,"3",,0,,0,,A,1757,1,2
U1757Z2,"Bratřínov",49.842911,14.340259,"3",,0,,0,,B,1757,2,2
U1758Z1,"Hvozdnice,Chaty",49.868504,14.361584,"2",,0,,0,,A,1758,1,2
U1758Z3,"Hvozdnice,Chaty",49.868351,14.361762,"2",,0,,0,,C,1758,3,2
U1759Z1,"Hvozdnice",49.876347,14.366193,"2",,0,,0,,A,1759,1,2
U1759Z2,"Hvozdnice",49.874367,14.364472,"2",,0,,0,,B,1759,2,2
U1760Z1,"Davle,Sloup",49.888390,14.374920,"2",,0,,0,,A,1760,1,2
U1760Z2,"Davle,Sloup",49.888401,14.374861,"2",,0,,0,,B,1760,2,2
U1761Z1,"Davle,Pod Račany",49.891342,14.389887,"2",,0,,0,,A,1761,1,2
U1761Z2,"Davle,Pod Račany",49.891644,14.391644,"2",,0,,0,,B,1761,2,2
U1762Z1,"Davle,U Pomníku",49.892365,14.400719,"2",,0,,0,,A,1762,1,2
U1762Z2,"Davle,U Pomníku",49.892239,14.400599,"2",,0,,0,,B,1762,2,2
U1763Z1,"Davle,Na Javorce",49.896843,14.399719,"2",,0,,0,,A,1763,1,2
U1763Z2,"Davle,Na Javorce",49.896709,14.400012,"2",,0,,0,,B,1763,2,2
U1764Z1,"Davle,Obec",49.890015,14.398697,"2",,0,,0,,A,1764,1,2
U1764Z2,"Davle,Obec",49.890816,14.399580,"2",,0,,0,,B,1764,2,2
U1765Z1,"Vranovice,Ural",49.627846,13.900448,"8",,0,,0,,1,1765,1,2
U1765Z2,"Vranovice,Ural",49.628124,13.900700,"8",,0,,0,,2,1765,2,2
U1766Z1,"Všestudy",50.289749,14.341674,"3",,0,,0,,A,1766,1,2
U1767Z1,"Všestudy,U Sušárny",50.300976,14.339826,"4",,0,,0,,A,1767,1,2
U1767Z2,"Všestudy,U Sušárny",50.300991,14.339680,"4",,0,,0,,B,1767,2,2
U1768Z1,"Všestudy,Dušníky n.Vlt.",50.309818,14.337767,"4",,0,,0,,A,1768,1,2
U1768Z2,"Všestudy,Dušníky n.Vlt.",50.309814,14.337668,"4",,0,,0,,B,1768,2,2
U1769Z1,"Vojkovice,Dědibaby",50.310421,14.361855,"4",,0,,0,,A,1769,1,2
U1769Z2,"Vojkovice,Dědibaby",50.310513,14.361915,"4",,0,,0,,B,1769,2,2
U1770Z1,"Vojkovice,Křivousy",50.307205,14.371119,"4",,0,,2,,A,1770,1,2
U1770Z2,"Vojkovice,Křivousy",50.307251,14.370987,"4",,0,,2,,B,1770,2,2
U1771Z1,"Vojkovice,Bukol",50.314354,14.392839,"4",,0,,0,,A,1771,1,2
U1771Z2,"Vojkovice,Bukol",50.314434,14.392668,"4",,0,,0,,B,1771,2,2
U1772Z1,"Vojkovice,Bukol,Lávka",50.317387,14.398369,"4",,0,,0,,A,1772,1,2
U1772Z2,"Vojkovice,Bukol,Lávka",50.317448,14.398269,"4",,0,,0,,B,1772,2,2
U1773Z1,"Zálezlice,Kozárovice",50.311035,14.424994,"3",,0,,0,,A,1773,1,2
U1773Z2,"Zálezlice,Kozárovice",50.311283,14.424977,"3",,0,,0,,B,1773,2,2
U1774Z1,"Zálezlice",50.307590,14.437856,"3",,0,,0,,A,1774,1,2
U1774Z2,"Zálezlice",50.307732,14.437755,"3",,0,,0,,B,1774,2,2
U1775Z1,"Sedlice",49.621223,13.880421,"8",,0,,0,,1,1775,1,2
U1775Z2,"Sedlice",49.621227,13.880696,"8",,0,,0,,2,1775,2,2
U1776Z1,"Zlosyň",50.277912,14.366378,"3",,0,,0,,A,1776,1,2
U1776Z2,"Zlosyň",50.278286,14.366802,"3",,0,,0,,B,1776,2,2
U1777Z1,"Věšín,záv.",49.615025,13.830978,"8",,0,,0,,1,1777,1,2
U1777Z2,"Věšín,záv.",49.614853,13.831128,"8",,0,,0,,2,1777,2,2
U1778Z1,"Vojkovice",50.296886,14.378036,"4",,0,,0,,A,1778,1,2
U1778Z2,"Vojkovice",50.296825,14.377347,"4",,0,,0,,B,1778,2,2
U1779Z1,"Hostín u Vojkovic",50.296112,14.395306,"3",,0,,0,,A,1779,1,2
U1779Z2,"Hostín u Vojkovic",50.296127,14.395376,"3",,0,,0,,B,1779,2,2
U1780Z1,"Dřínov,U Kříže",50.277515,14.395769,"2,3",,0,,0,,A,1780,1,2
U1780Z2,"Dřínov,U Kříže",50.277634,14.395916,"2,3",,0,,0,,B,1780,2,2
U1781Z1,"Dřínov,Náves",50.273651,14.398415,"2,3",,0,,0,,A,1781,1,2
U1782Z1,"Kladno,Rozdělov",50.140728,14.065484,"3",,0,,2,,A,1782,1,2
U1782Z2,"Kladno,Rozdělov",50.140453,14.065362,"3",,0,,2,,B,1782,2,2
U1784Z1,"Obříství",50.295284,14.477675,"3",,0,,0,,A,1784,1,2
U1784Z2,"Obříství",50.295338,14.477535,"3",,0,,0,,B,1784,2,2
U1784Z4,"Obříství",50.295490,14.477284,"3",,0,,0,,D,1784,4,2
U1784Z5,"Obříství",50.295334,14.477427,"3",,0,,0,,E,1784,5,2
U1785Z1,"Obříství,Štěpánský most",50.289574,14.494677,"3",,0,,0,,A,1785,1,2
U1785Z2,"Obříství,Štěpánský most",50.289860,14.494348,"3",,0,,0,,B,1785,2,2
U1785Z3,"Obříství,Štěpánský most",50.288017,14.495646,"3",,0,,0,,C,1785,3,2
U1785Z4,"Obříství,Štěpánský most",50.287834,14.495435,"3",,0,,0,,D,1785,4,2
U1786Z1,"Kly,Větrušice",50.301369,14.511366,"3",,0,,0,,A,1786,1,2
U1786Z2,"Kly,Větrušice",50.301254,14.510909,"3",,0,,0,,B,1786,2,2
U1786Z3,"Kly,Větrušice",50.300587,14.510829,"3",,0,,0,,C,1786,3,2
U1786Z4,"Kly,Větrušice",50.300640,14.510843,"3",,0,,0,,D,1786,4,2
U1787Z1,"Kly,Krauzovna",50.308582,14.515182,"3",,0,,0,,A,1787,1,2
U1787Z2,"Kly,Krauzovna",50.308254,14.516485,"3",,0,,0,,B,1787,2,2
U1788Z1,"Kly,Lom",50.314251,14.514979,"3",,0,,0,,A,1788,1,2
U1788Z2,"Kly,Lom",50.314262,14.514804,"3",,0,,0,,B,1788,2,2
U1789Z1,"Kly,Vinice",50.321568,14.506132,"3",,0,,0,,A,1789,1,2
U1789Z2,"Kly,Vinice",50.320705,14.506540,"3",,0,,0,,B,1789,2,2
U1790Z1,"Mělník,U Nováků",50.332832,14.496951,"4",,0,,0,,A,1790,1,2
U1790Z2,"Mělník,U Nováků",50.331963,14.497729,"4",,0,,0,,B,1790,2,2
U1791Z1,"Mělník,cukrovar",50.340359,14.491788,"4",,0,,2,,A,1791,1,2
U1791Z2,"Mělník,cukrovar",50.339912,14.491990,"4",,0,,2,,B,1791,2,2
U1792Z1,"Mělník,U Hřiště",50.344463,14.486342,"4",,0,,2,,A,1792,1,2
U1792Z2,"Mělník,U Hřiště",50.343582,14.487729,"4",,0,,2,,B,1792,2,2
U1793Z1,"Mělník,aut.nádr.",50.350193,14.488566,"4",,0,,2,,1,1793,1,2
U1793Z2,"Mělník,aut.nádr.",50.350342,14.488768,"4",,0,,2,,2,1793,2,2
U1793Z3,"Mělník,aut.nádr.",50.350449,14.488939,"4",,0,,2,,3,1793,3,2
U1793Z4,"Mělník,aut.nádr.",50.350555,14.489088,"4",,0,,2,,4,1793,4,2
U1793Z5,"Mělník,aut.nádr.",50.350670,14.489257,"4",,0,,2,,5,1793,5,2
U1793Z7,"Mělník,aut.nádr.",50.350681,14.489086,"4",,0,,2,,7,1793,7,2
U1793Z8,"Mělník,aut.nádr.",50.350563,14.488917,"4",,0,,2,,8,1793,8,2
U1793Z9,"Mělník,aut.nádr.",50.350441,14.488742,"4",,0,,2,,9,1793,9,2
U1793Z10,"Mělník,aut.nádr.",50.350319,14.488576,"4",,0,,2,,10,1793,10,2
U1793Z12,"Mělník,aut.nádr.",50.350689,14.488400,"4",,0,,2,,12,1793,12,2
U1794Z1,"Mělník,Pivovar",50.353588,14.482182,"4",,0,,0,,A,1794,1,2
U1794Z2,"Mělník,Pivovar",50.353413,14.482146,"4",,0,,0,,B,1794,2,2
U1795Z1,"Mělník,Podolí",50.357876,14.474261,"4",,0,,0,,A,1795,1,2
U1795Z2,"Mělník,Podolí",50.358208,14.473310,"4",,0,,0,,B,1795,2,2
U1796Z1,"Mělník,Pšovka",50.362785,14.468309,"4",,0,,0,,A,1796,1,2
U1796Z2,"Mělník,Pšovka",50.362301,14.468512,"4",,0,,0,,B,1796,2,2
U1797Z1,"Mělník,Loděnická",50.371071,14.465981,"4",,0,,0,,A,1797,1,2
U1797Z2,"Mělník,Loděnická",50.369606,14.465284,"4",,0,,0,,B,1797,2,2
U1798Z1,"Mělník,Mlazice",50.374207,14.466779,"4",,0,,0,,A,1798,1,2
U1798Z2,"Mělník,Mlazice",50.374512,14.466745,"4",,0,,0,,B,1798,2,2
U1799Z1,"Neratovice,Lobkovice,Hřbitov",50.250328,14.531651,"2",,0,,0,,A,1799,1,2
U1799Z2,"Neratovice,Lobkovice,Hřbitov",50.250355,14.531734,"2",,0,,0,,B,1799,2,2
U1800Z1,"Kostelec n.L.,Jiřice",50.233372,14.556991,"3",,0,,0,,A,1800,1,2
U1800Z2,"Kostelec n.L.,Jiřice",50.233509,14.556993,"3",,0,,0,,B,1800,2,2
U1804Z1,"Záryby,Martinov",50.212902,14.634398,"3",,0,,0,,A,1804,1,2
U1804Z2,"Záryby,Martinov",50.212852,14.634626,"3",,0,,0,,B,1804,2,2
U1805Z1,"Brázdim,Starý Brázdim",50.182365,14.589404,"1",,0,,0,,A,1805,1,2
U1805Z2,"Brázdim,Starý Brázdim",50.182384,14.589138,"1",,0,,0,,B,1805,2,2
U1806Z1,"Bořanovice",50.177235,14.484461,"1",,0,,0,,A,1806,1,2
U1806Z2,"Bořanovice",50.176754,14.484267,"1",,0,,0,,B,1806,2,2
U1807Z1,"Líbeznice,I",50.190552,14.494022,"1",,0,,0,,A,1807,1,2
U1807Z2,"Líbeznice,I",50.189728,14.493586,"1",,0,,0,,B,1807,2,2
U1808Z1,"Horoušany,Horoušánky,Náves",50.098751,14.724676,"1",,0,,0,,A,1808,1,2
U1808Z2,"Horoušany,Horoušánky,Náves",50.098446,14.724490,"1",,0,,0,,B,1808,2,2
U1809Z1,"Horoušany",50.106232,14.740984,"1",,0,,0,,A,1809,1,2
U1809Z2,"Horoušany",50.106152,14.740432,"1",,0,,0,,B,1809,2,2
U1810Z1,"Horoušany,U Rybníka",50.108055,14.741200,"1",,0,,0,,A,1810,1,2
U1811Z1,"Říčany,Podhradí",49.991451,14.651461,"1",,0,,0,,A,1811,1,2
U1811Z2,"Říčany,Podhradí",49.991631,14.651331,"1",,0,,0,,B,1811,2,2
U1812Z1,"Křenice",50.031952,14.668661,"1",,0,,0,,A,1812,1,2
U1812Z2,"Křenice",50.031960,14.668415,"1",,0,,0,,B,1812,2,2
U1813Z1,"Říčany,Pacov",50.012642,14.674361,"1",,0,,0,,A,1813,1,2
U1813Z2,"Říčany,Pacov",50.012760,14.673431,"1",,0,,0,,B,1813,2,2
U1813Z11,"Říčany,Pacov",50.012642,14.674361,"1",,0,,0,,A,1813,11,2
U1813Z12,"Říčany,Pacov",50.012760,14.673431,"1",,0,,0,,B,1813,12,2
U1814Z1,"Březí,U křížku",50.013668,14.689946,"1",,0,,0,,A,1814,1,2
U1814Z3,"Březí,U křížku",50.013699,14.689752,"1",,0,,0,,C,1814,3,2
U1815Z1,"Říčany,Strašín",50.003193,14.702034,"1",,0,,0,,A,1815,1,2
U1815Z2,"Říčany,Strašín",50.003273,14.701854,"1",,0,,0,,B,1815,2,2
U1815Z11,"Říčany,Strašín",50.003193,14.702034,"1",,0,,0,,A,1815,11,2
U1815Z12,"Říčany,Strašín",50.003273,14.701854,"1",,0,,0,,B,1815,12,2
U1816Z1,"Březí",50.014637,14.700071,"1",,0,,0,,A,1816,1,2
U1816Z2,"Březí",50.014690,14.699902,"1",,0,,0,,B,1816,2,2
U1816Z3,"Březí,Podskalí",50.015369,14.697231,"1",,0,,0,,C,1816,3,2
U1817Z1,"Babice",50.007862,14.714871,"2",,0,,0,,A,1817,1,2
U1817Z2,"Babice",50.007889,14.714821,"2",,0,,0,,B,1817,2,2
U1818Z1,"Babice,Babičky",50.009388,14.726158,"2",,0,,0,,A,1818,1,2
U1818Z2,"Babice,Babičky",50.009392,14.726111,"2",,0,,0,,B,1818,2,2
U1819Z1,"Doubek",50.016838,14.737173,"2",,0,,0,,A,1819,1,2
U1819Z2,"Doubek",50.017025,14.737069,"2",,0,,0,,B,1819,2,2
U1821Z1,"Jenštejn",50.153072,14.612393,"1",,0,,0,,A,1821,1,2
U1821Z2,"Jenštejn",50.152935,14.612808,"1",,0,,0,,B,1821,2,2
U1822Z1,"Dřevčice",50.166790,14.628945,"1",,0,,0,,A,1822,1,2
U1822Z2,"Dřevčice",50.166679,14.628167,"1",,0,,0,,B,1822,2,2
U1823Z1,"Dřevčice,Cihelna",50.171516,14.638521,"1",,0,,0,,A,1823,1,2
U1823Z2,"Dřevčice,Cihelna",50.171604,14.638593,"1",,0,,0,,B,1823,2,2
U1824Z1,"Brandýs n.L.-St.Bol.,Vrábí",50.177868,14.653801,"2,3",,0,,2,,A,1824,1,2
U1824Z2,"Brandýs n.L.-St.Bol.,Vrábí",50.178303,14.654065,"2,3",,0,,2,,B,1824,2,2
U1825Z1,"Brandýs n.L.-St.Bol.,Pekárny",50.178879,14.670064,"2,3",,0,,2,,A,1825,1,2
U1825Z2,"Brandýs n.L.-St.Bol.,Pekárny",50.178764,14.670015,"2,3",,0,,2,,B,1825,2,2
U1826Z2,"Brandýs n.L.-St.Bol.,Pražská",50.183281,14.657550,"2,3",,0,,2,,B,1826,2,2
U1826Z3,"Brandýs n.L.-St.Bol.,Pražská",50.184158,14.657129,"2,3",,0,,0,,C,1826,3,2
U1827Z1,"Brandýs n.L.-St.Bol.,Nám.",50.185768,14.660341,"2,3",,0,,2,,A,1827,1,2
U1827Z2,"Brandýs n.L.-St.Bol.,Nám.",50.185600,14.659796,"2,3",,0,,2,,B,1827,2,2
U1828Z1,"Brandýs n.L.-St.Bol.,U Brány",50.194878,14.673411,"3",,0,,2,,A,1828,1,2
U1828Z2,"Brandýs n.L.-St.Bol.,U Brány",50.193806,14.671098,"3",,0,,2,,B,1828,2,2
U1829Z1,"Brandýs n.L.-St.Bol.,Aut.st.",50.197819,14.678510,"3",,0,,2,,A,1829,1,2
U1829Z2,"Brandýs n.L.-St.Bol.,Aut.st.",50.197769,14.678380,"3",,0,,2,,B,1829,2,2
U1829Z3,"Brandýs n.L.-St.Bol.,Aut.st.",50.197750,14.678349,"3",,0,,2,,C,1829,3,2
U1829Z4,"Brandýs n.L.-St.Bol.,Aut.st.",50.197620,14.678710,"3",,0,,2,,F,1829,4,2
U1830Z1,"Brandýs n.L.-St.Bol.,Sídliště",50.201584,14.685777,"3",,0,,2,,A,1830,1,2
U1830Z2,"Brandýs n.L.-St.Bol.,Sídliště",50.201389,14.685165,"3",,0,,2,,B,1830,2,2
U1831Z1,"Brandýs n.L.-St.Bol.,Kasárna",50.206703,14.692948,"3",,0,,2,,A,1831,1,2
U1831Z2,"Brandýs n.L.-St.Bol.,Kasárna",50.206646,14.692806,"3",,0,,2,,B,1831,2,2
U1832Z1,"Brandýs n.L.-St.Bol.,Žel.st.",50.209671,14.691895,"3",,0,,2,,A,1832,1,2
U1832Z2,"Brandýs n.L.-St.Bol.,Žel.st.",50.209465,14.692095,"3",,0,,2,,B,1832,2,2
U1833Z1,"Brandýs n.L.-St.Bol.,Škola",50.196892,14.682612,"3",,0,,2,,A,1833,1,2
U1833Z2,"Brandýs n.L.-St.Bol.,Škola",50.197044,14.682778,"3",,0,,2,,B,1833,2,2
U1834Z1,"Brandýs n.L.-St.Bol.,Sokolovská",50.194576,14.689275,"3",,0,,2,,A,1834,1,2
U1834Z2,"Brandýs n.L.-St.Bol.,Sokolovská",50.195015,14.688146,"3",,0,,2,,B,1834,2,2
U1835Z1,"Brandýs n.L.-St.Bol.,Vosí hnízdo",50.193916,14.700675,"3",,0,,0,,A,1835,1,2
U1835Z2,"Brandýs n.L.-St.Bol.,Vosí hnízdo",50.193989,14.700455,"3",,0,,0,,B,1835,2,2
U1837Z1,"Nový Vestec",50.183693,14.720077,"3",,0,,0,,A,1837,1,2
U1837Z2,"Nový Vestec",50.183697,14.720387,"3",,0,,0,,B,1837,2,2
U1838Z1,"Nový Vestec,U Mostu",50.184177,14.729501,"3",,0,,2,,A,1838,1,2
U1838Z2,"Nový Vestec,U Mostu",50.183708,14.728024,"3",,0,,2,,B,1838,2,2
U1839Z1,"Káraný,Most",50.182560,14.732178,"3",,0,,2,,A,1839,1,2
U1839Z2,"Káraný,Most",50.182724,14.732150,"3",,0,,2,,B,1839,2,2
U1840Z1,"Káraný,Vodárna",50.178471,14.732456,"3",,0,,2,,A,1840,1,2
U1840Z2,"Káraný,Vodárna",50.177990,14.732134,"3",,0,,2,,B,1840,2,2
U1841Z1,"Káraný,Pošta",50.174755,14.736279,"3",,0,,2,,A,1841,1,2
U1842Z1,"Nová Ves p.Pleší",49.831585,14.275083,"4",,0,,0,,A,1842,1,2
U1842Z2,"Nová Ves p.Pleší",49.831673,14.274950,"4",,0,,0,,B,1842,2,2
U1843Z1,"Dobříš,Průmyslová zóna",49.794239,14.189633,"5",,0,,2,,A,1843,1,2
U1843Z2,"Dobříš,Průmyslová zóna",49.795837,14.191827,"5",,0,,2,,B,1843,2,2
U1844Z1,"Velká Lečice",49.816311,14.324370,"4",,0,,0,,A,1844,1,2
U1845Z1,"Malá Hraštice",49.807518,14.278680,"4",,0,,0,,A,1845,1,2
U1845Z2,"Malá Hraštice",49.807510,14.278521,"4",,0,,0,,B,1845,2,2
U1846Z1,"Mníšek p.Brdy,Základní škola",49.863182,14.262938,"3",,0,,0,,A,1846,1,2
U1848Z1,"Mníšek p.Brdy,Pražská",49.868088,14.266497,"3,4",,0,,0,,A,1848,1,2
U1848Z2,"Mníšek p.Brdy,Pražská",49.868141,14.266953,"3,4",,0,,0,,B,1848,2,2
U1849Z1,"Mníšek p.Brdy,Rozcestí Kytín",49.839642,14.244424,"4",,0,,0,,A,1849,1,2
U1849Z2,"Mníšek p.Brdy,Rozcestí Kytín",49.839870,14.244493,"4",,0,,0,,B,1849,2,2
U1849Z4,"Mníšek p.Brdy,Rozcestí Kytín",49.839138,14.241755,"4",,0,,0,,D,1849,4,2
U1850Z1,"Dobříš,Žel.st.",49.789154,14.184330,"5",,0,,0,,A,1850,1,2
U1850Z2,"Dobříš,Žel.st.",49.789486,14.184828,"5",,0,,0,,B,1850,2,2
U1850Z3,"Dobříš,Žel.st.",49.788841,14.185020,"5",,0,,0,,C,1850,3,2
U1850Z4,"Dobříš,Žel.st.",49.788670,14.185607,"5",,0,,0,,D,1850,4,2
U1851Z1,"Dobříš,nám.",49.781460,14.170527,"5",,0,,0,,1,1851,1,2
U1851Z2,"Dobříš,nám.",49.781460,14.170527,"5",,0,,0,,2,1851,2,2
U1851Z3,"Dobříš,nám.",49.781506,14.170730,"5",,0,,0,,3,1851,3,2
U1851Z4,"Dobříš,nám.",49.781620,14.171026,"5",,0,,0,,4,1851,4,2
U1851Z7,"Dobříš,nám.",49.781849,14.170750,"5",,0,,0,,7,1851,7,2
U1851Z8,"Dobříš,nám.",49.781727,14.170611,"5",,0,,0,,8,1851,8,2
U1851Z9,"Dobříš,nám.",49.781635,14.170495,"5",,0,,0,,9,1851,9,2
U1852Z1,"Dobřichovice,Pošta",49.926960,14.274650,"1",,0,,2,,A,1852,1,2
U1852Z2,"Dobřichovice,Pošta",49.927380,14.274560,"1",,0,,2,,B,1852,2,2
U1852Z51,"Dobřichovice,Pošta",49.926960,14.274650,"1,2",,0,,2,,A,1852,51,2
U1852Z52,"Dobřichovice,Pošta",49.927380,14.274560,"1,2",,0,,2,,B,1852,52,2
U1853Z1,"Dobřichovice,Nádraží",49.927139,14.288230,"1",,0,,0,,A,1853,1,2
U1853Z2,"Dobřichovice,Nádraží",49.927181,14.288060,"1",,0,,0,,B,1853,2,2
U1853Z3,"Dobřichovice,Nádraží",49.927563,14.289171,"1",,0,,0,,C,1853,3,2
U1854Z1,"Všenory,Sportovní areál",49.929508,14.299991,"1",,0,,0,,A,1854,1,2
U1854Z2,"Všenory,Sportovní areál",49.929482,14.300450,"1",,0,,0,,B,1854,2,2
U1855Z1,"Všenory,U Kácovských",49.926811,14.303350,"1",,0,,0,,A,1855,1,2
U1855Z2,"Všenory,U Kácovských",49.927979,14.303090,"1",,0,,0,,B,1855,2,2
U1856Z1,"Všenory,U Křížků",49.922161,14.305340,"1",,0,,0,,A,1856,1,2
U1856Z2,"Všenory,U Křížků",49.922180,14.305511,"1",,0,,0,,B,1856,2,2
U1857Z1,"Černolice,Nový Dvůr",49.913071,14.307790,"2",,0,,0,,A,1857,1,2
U1857Z2,"Černolice,Nový Dvůr",49.912708,14.307691,"2",,0,,0,,B,1857,2,2
U1858Z1,"Černolice",49.909351,14.298982,"2",,0,,0,,A,1858,1,2
U1858Z2,"Černolice",49.909206,14.299042,"2",,0,,0,,B,1858,2,2
U1859Z1,"Kunice,Dolní Lomnice",49.914391,14.682623,"2",,0,,0,,A,1859,1,2
U1861Z1,"Říčany,Kuří",49.987705,14.620652,"1",,0,,0,,A,1861,1,2
U1861Z2,"Říčany,Kuří",49.987782,14.620522,"1",,0,,0,,B,1861,2,2
U1861Z3,"Říčany,Kuří",49.987839,14.620770,"1",,0,,0,,C,1861,3,2
U1864Z1,"Modletice",49.970711,14.590840,"1",,0,,0,,A,1864,1,2
U1864Z2,"Modletice",49.970680,14.590621,"1",,0,,0,,B,1864,2,2
U1865Z1,"Modletice,rozc.Doubravice",49.971382,14.614573,"1",,0,,0,,A,1865,1,2
U1865Z2,"Modletice,rozc.Doubravice",49.971493,14.614516,"1",,0,,0,,B,1865,2,2
U1866Z1,"Modletice,rozc.",49.970020,14.598001,"1",,0,,0,,A,1866,1,2
U1866Z2,"Modletice,rozc.",49.970192,14.597471,"1",,0,,0,,B,1866,2,2
U1868Z1,"Modletice,V hůrce",49.975681,14.591656,"1",,0,,0,,A,1868,1,2
U1868Z2,"Modletice,V hůrce",49.975376,14.589364,"1",,0,,0,,B,1868,2,2
U1869Z1,"Nupaky",49.994572,14.602621,"1",,0,,0,,A,1869,1,2
U1869Z2,"Nupaky",49.994740,14.602691,"1",,0,,0,,B,1869,2,2
U1870Z1,"Říčany,Štefánikova",49.993412,14.660641,"1",,0,,0,,A,1870,1,2
U1870Z2,"Říčany,Štefánikova",49.993561,14.660551,"1",,0,,0,,B,1870,2,2
U1870Z12,"Říčany,Štefánikova",49.993561,14.660551,"1",,0,,0,,B,1870,12,2
U1871Z1,"Petříkov,Radimovice",49.936329,14.617051,"2",,0,,0,,A,1871,1,2
U1871Z2,"Petříkov,Radimovice",49.936272,14.617061,"2",,0,,0,,B,1871,2,2
U1872Z1,"Popovičky,Chomutovice",49.956902,14.603421,"2",,0,,0,,A,1872,1,2
U1872Z2,"Popovičky,Chomutovice",49.956959,14.603431,"2",,0,,0,,B,1872,2,2
U1873Z1,"Popovičky,Nebřenice",49.943130,14.613116,"2",,0,,0,,A,1873,1,2
U1873Z2,"Popovičky,Nebřenice",49.944183,14.612149,"2",,0,,0,,B,1873,2,2
U1874Z1,"Popovičky,rozc.",49.961761,14.600901,"2",,0,,0,,A,1874,1,2
U1874Z2,"Popovičky,rozc.",49.961929,14.600921,"2",,0,,0,,B,1874,2,2
U1875Z1,"Říčany,Radošovice,Větrník",50.001709,14.662581,"1",,0,,0,,A,1875,1,2
U1876Z1,"Říčany,Jažlovice,Zděbrady",49.967319,14.620841,"1",,0,,0,,A,1876,1,2
U1876Z2,"Říčany,Jažlovice,Zděbrady",49.967319,14.621021,"1",,0,,0,,B,1876,2,2
U1877Z1,"Říčany,Jažlovice",49.963821,14.634011,"1",,0,,0,,A,1877,1,2
U1877Z2,"Říčany,Jažlovice",49.963860,14.633901,"1",,0,,0,,B,1877,2,2
U1877Z3,"Říčany,Jažlovice",49.963711,14.634321,"1",,0,,0,,C,1877,3,2
U1877Z4,"Říčany,Jažlovice",49.963539,14.634480,"1",,0,,0,,D,1877,4,2
U1877Z11,"Říčany,Jažlovice",49.963821,14.634011,"1",,0,,0,,A,1877,11,2
U1877Z12,"Říčany,Jažlovice",49.963860,14.633901,"1",,0,,0,,B,1877,12,2
U1878Z2,"Říčany,Radošovice,Haškova",49.997917,14.668342,"1",,0,,0,,B,1878,2,2
U1878Z11,"Říčany,Radošovice,Haškova",49.998985,14.668367,"1",,0,,0,,A,1878,11,2
U1878Z12,"Říčany,Radošovice,Haškova",49.997917,14.668342,"1",,0,,0,,B,1878,12,2
U1879Z1,"Říčany,Pivoňková",49.989616,14.676891,"1",,0,,0,,A,1879,1,2
U1879Z2,"Říčany,Pivoňková",49.989609,14.677039,"1",,0,,0,,B,1879,2,2
U1879Z11,"Říčany,Pivoňková",49.989616,14.676891,"1",,0,,0,,A,1879,11,2
U1879Z12,"Říčany,Pivoňková",49.989609,14.677039,"1",,0,,0,,B,1879,12,2
U1880Z1,"Kamenné Zboží",50.193443,15.000318,"5",,0,,2,,A,1880,1,2
U1881Z1,"Říčany,Masarykovo nám.",49.991611,14.655691,"1",,0,,0,,A,1881,1,2
U1881Z2,"Říčany,Masarykovo nám.",49.991699,14.655641,"1",,0,,0,,B,1881,2,2
U1881Z11,"Říčany,Masarykovo nám.",49.991611,14.655691,"1",,0,,0,,A,1881,11,2
U1881Z12,"Říčany,Masarykovo nám.",49.991699,14.655641,"1",,0,,0,,B,1881,12,2
U1881Z13,"Říčany,Masarykovo nám.-Růžek",49.992039,14.657874,"1",,0,,0,,C,1881,13,2
U1882Z51,"Říčany,Radošovice,sokolovna",49.995514,14.676920,"1",,0,,0,,E,1882,51,2
U1882Z52,"Říčany,Radošovice,sokolovna",49.995403,14.674680,"1",,0,,0,,F,1882,52,2
U1883Z1,"Říčany,Park A.Švehly",49.995159,14.659901,"1",,0,,0,,A,1883,1,2
